masdar,screeve,subject,conjugation
მონატრება,Present,2nd plural,გენატრებათ
მონატრება,Present,3rd plural,ენატრებათ
მონატრება,Aorist,1st singular,მომენატრა
მონატრება,Aorist,2nd singular,მოგენატრა
მონატრება,Aorist,3rd singular,მოენატრა
მონატრება,Aorist,1st plural,მოგვენატრა
მონატრება,Aorist,2nd plural,მოგენატრათ
მონატრება,Aorist,3rd plural,მოენატრათ
კვნესა,Present,1st singular,"&)&,%1("
კვნესა,Present,2nd singular,)ვნესი
კვნესა,Present,3rd singular,)ვნესის
კვნესა,Present,1st plural,"&)&,%1('"
კვნესა,Present,2nd plural,)ვნესით
კვნესა,Present,3rd plural,)ვნესიან
კვნესა,Aorist,1st singular,"&()&,%1%"
კვნესა,Aorist,2nd singular,"()&,%1%"
კვნესა,Aorist,3rd singular,"()&,%1!"
კვნესა,Aorist,1st plural,"&()&,%1%'"
კვნესა,Aorist,2nd plural,"()&,%1%'"
კვნესა,Aorist,3rd plural,"()&,%1%1"
დარქმევა,Present,1st singular,მქვია
დარქმევა,Present,2nd singular,გქვია
დარქმევა,Present,3rd singular,ჰქვია
დარქმევა,Present,1st plural,გვქვია
დარქმევა,Present,2nd plural,გქვიათ
დარქმევა,Present,3rd plural,ჰქვიათ
დარქმევა,Aorist,1st singular,მერქვა
დარქმევა,Aorist,2nd singular,გერქვა
დარქმევა,Aorist,3rd singular,ერქვა
დარქმევა,Aorist,1st plural,გვერქვა
დარქმევა,Aorist,2nd plural,გერქვათ
დარქმევა,Aorist,3rd plural,ერქვათ
დარქმევა,Future,1st singular,მერქმევა
დარქმევა,Future,2nd singular,გერქმევა
დარქმევა,Future,3rd singular,ერქმევა
დარქმევა,Future,1st plural,გვერქმევა
დარქმევა,Future,2nd plural,გერქმევათ
დარქმევა,Future,3rd plural,ერქმევათ
შევიწროება,Present,1st singular,N/A
შევიწროება,Present,2nd singular,N/A
შევიწროება,Present,3rd singular,იწროვდება
შევიწროება,Present,1st plural,N/A
შევიწროება,Present,2nd plural,N/A
შევიწროება,Present,3rd plural,იწროვდებიან
საჭიროება,Present,1st singular,მჭირდება
საჭიროება,Present,2nd singular,გჭირდება
საჭიროება,Present,3rd singular,ჭირდება
საჭიროება,Present,1st plural,გვჭირდება
საჭიროება,Present,2nd plural,
საჭიროება,Present,3rd plural,ჭირდებათ
საჭიროება,Aorist,1st singular,მჭირდებოდა
საჭიროება,Aorist,2nd singular,გჭირდებოდა
საჭიროება,Aorist,3rd singular,ჭირდებოდა
საჭიროება,Aorist,1st plural,გვჭირდებოდა
საჭიროება,Aorist,2nd plural,გჭირდებოდათ
საჭიროება,Aorist,3rd plural,ჭირდებოდაათ
ნერვიულობა,Present,1st singular,ვნერვიულობ
ნერვიულობა,Present,2nd singular,ნერვიულობ
ნერვიულობა,Present,3rd singular,ნერვიულობს
ნერვიულობა,Present,1st plural,ვნერვიულობთ
ნერვიულობა,Present,2nd plural,ნერვიულობთ
ნერვიულობა,Present,3rd plural,ნერვიულობენ
ნერვიულობა,Aorist,1st singular,ვინერვიულე
ნერვიულობა,Aorist,2nd singular,ინერვიულე
ნერვიულობა,Aorist,3rd singular,ინერვიულა
ნერვიულობა,Aorist,1st plural,ვინერვიულეთ
ნერვიულობა,Aorist,2nd plural,ინერვიულეთ
ნერვიულობა,Aorist,3rd plural,ინერვიულეს
დავის დაქნევა,Present,1st singular,თავს
დავის დაქნევა,Present,2nd singular,თავს
დავის დაქნევა,Present,3rd singular,თავს
დავის დაქნევა,Present,1st plural,თავს
დავის დაქნევა,Present,2nd plural,თავს
დავის დაქნევა,Present,3rd plural,თავს
დავის დაქნევა,Aorist,1st singular,თავი
დავის დაქნევა,Aorist,2nd singular,თავი
დავის დაქნევა,Aorist,3rd singular,თავი
დავის დაქნევა,Aorist,1st plural,თავი
დავის დაქნევა,Aorist,2nd plural,თავი
დავის დაქნევა,Aorist,3rd plural,თავი
გაღება,Present,1st singular,ვაღებ
გაღება,Present,2nd singular,აღებ
გაღება,Present,3rd singular,აღებს
გაღება,Present,1st plural,ვაღებთ
გაღება,Present,2nd plural,აღებთ
გაღება,Present,3rd plural,აღებენ
გაღება,Aorist,1st singular,გავაღე
გაღება,Aorist,2nd singular,გააღე
გაღება,Aorist,3rd singular,გააღო
გაღება,Aorist,1st plural,გავაღეთ
გაღება,Aorist,2nd plural,გააღეთ
გაღება,Aorist,3rd plural,გააღეს
შეკვედა,Present,1st singular,&3)&%'!&
შეკვედა,Present,2nd singular,3)&%'!&
შეკვედა,Present,3rd singular,3)&%'!&1
შეკვედა,Present,1st plural,&3)&%'!&'
შეკვედა,Present,2nd plural,3)&%'!&'
შეკვედა,Present,3rd plural,"3)&%'!&%,"
შეკვედა,Aorist,1st singular,8%&3)&%'%
შეკვედა,Aorist,2nd singular,8%3)&%'%
შეკვედა,Aorist,3rd singular,8%3)&%'!
შეკვედა,Aorist,1st plural,8%3)&%'%'
შეკვედა,Aorist,2nd plural,8%3)&%'%'
შეკვედა,Aorist,3rd plural,8%3)&%'%1
გარიგება,Present,1st singular,ვარიგებ
გარიგება,Present,2nd singular,არიგებ
გარიგება,Present,3rd singular,არიგებს
გარიგება,Present,1st plural,ვარიგებთ
გარიგება,Present,2nd plural,არიგებთ
გარიგება,Present,3rd plural,არიგებენ
გარიგება,Aorist,1st singular,გავარიგე
გარიგება,Aorist,2nd singular,გაარიგე
